City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
699,Nyagan,RU,62.1406,65.3936,-13.86,100,96,1.61,overcast clouds
700,Sinnamary,GF,5.3833,-52.95,76.48,90,76,9.06,broken clouds
701,Kodinsk,RU,58.6881,99.1844,-22.99,100,39,3.27,scattered clouds
702,Cabedelo,BR,-6.9811,-34.8339,83.07,76,6,11.36,clear sky
703,Fort Smith,US,35.3859,-94.3986,48.24,33,0,9.22,clear sky
704,Cadillac,US,44.2519,-85.4012,8.94,43,0,0.0,clear sky
705,Maun,BW,-19.9833,23.4167,69.13,77,6,2.21,clear sky
706,Camopi,GF,3.1655,-52.3158,73.0,99,99,2.57,overcast clouds
707,Gursahaiganj,IN,27.1167,79.7167,52.21,66,0,0.51,clear sky
708,Guatire,VE,10.4762,-66.5427,68.02,94,74,2.62,broken clouds
709,Newport,GB,51.5877,-2.9984,47.44,85,100,1.99,overcast clouds
710,Buala,SB,-8.145,159.5921,81.97,79,95,7.9,light rain
711,Ilinge,ZA,-31.9768,27.0427,63.5,93,83,5.35,light rain
712,Katav-Ivanovsk,RU,54.7531,58.1956,9.41,98,100,2.93,overcast clouds
